year,make,model,trim,body,transmission,vin,state,condition,odometer,color,interior,seller,mmr,sellingprice,saledate
2012,toyota,tacoma,v6,double cab,automatic,5tflu4en1cx048065,tx,34,28948.0,gray,gray,sunland park chrysler dodge jeep ram,26600,27500,18-12-2014
2012,toyota,sienna,xle 8-passenger,minivan,automatic,5tdyk3dc1cs227993,in,49,53574.0,black,gray,ari,22000,27400,18-12-2014
2012,toyota,prius v,three,wagon,automatic,jtdzn3eu6c3017815,oh,27,60441.0,black,gray,toyota financial services,14850,14700,30-12-2014
2012,toyota,prius plug-in,base,hatchback,automatic,jtdkn3dp5c3005796,va,34,35380.0,gray,black,toyota of glen burnie,15900,16000,05-03-2015
2012,toyota,highlander,base,suv,unknown,5tdza3eh9cs022522,ca,34,29093.0,white,—,i auto sales inc,20800,21750,18-12-2014
2012,toyota,yaris,fleet,sedan,automatic,jtdbt4k37cl013247,pr,41,40799.0,gray,black,oriental bank,8800,9400,23-12-2014
2012,toyota,rav4,limited,suv,automatic,2t3df4dv6cw229814,pa,43,33678.0,silver,gray,fairfield toyota,19200,19500,19-12-2014
2012,toyota,prius c,two,hatchback,automatic,jtdkdtb32c1510502,pr,32,47171.0,blue,gray,reliable financial services inc,11700,10300,08-01-2015
2012,toyota,yaris,l,hatchback,manual,jtdjtud31cd541000,tx,34,20025.0,silver,black,durant toyota,10250,8500,19-12-2014
2012,volkswagen,cc,sport,sedan,automatic,wvwmn7an4ce502197,ga,47,94413.0,gray,black,young motors llc,10550,10800,23-12-2014
2012,volkswagen,passat,s pzev,sedan,automatic,1vwap7a32cc034233,fl,34,15696.0,silver,black,dade auto sales inc,11000,10600,19-12-2014
2012,volkswagen,passat,s pzev,sedan,unknown,1vwap7a32cc092228,ga,27,26607.0,gray,gray,vw credit  inc/pilot,10550,10300,18-12-2014
2012,volkswagen,jetta,se pzev,sedan,unknown,3vwdp7aj9cm348701,il,34,40077.0,red,—,reliable motor werks llc,9750,11300,18-12-2014
2012,volkswagen,jetta,se,sedan,automatic,3vwdx7aj7cm313333,tx,32,66840.0,black,tan,vw credit  inc/pilot,8375,9600,18-12-2014
2012,volkswagen,jetta,se,sedan,automatic,3vwdx7aj8cm335177,fl,23,25545.0,white,black,vw credit,10300,10800,17-12-2014
2012,volkswagen,tiguan,sel 4motion,suv,automatic,wvgbv7ax3cw094287,ny,41,12802.0,gray,black,danbury auto group inc,17000,18300,31-12-2014
2012,volkswagen,touareg,tdi sport,suv,automatic,wvgfk9bp2cd005194,fl,49,39782.0,white,beige,stadium toyota inc,30400,30400,18-12-2014
2012,volvo,s60,t5,sedan,unknown,yv1622fsxc2044471,pa,34,33242.0,black,—,luxury fleet serv inc,16300,15500,18-12-2014
2012,volkswagen,gti,autobahn pzev,hatchback,automatic,wvwfd7aj3cw329128,tx,41,15729.0,gray,black,vw credit  inc/pilot,15750,14200,18-12-2014
2012,volvo,s60,t5,sedan,unknown,yv1622fs5c2098082,pa,41,38256.0,white,tan,smith haven chrysler jeep dodge,15450,13900,02-01-2015
2012,volkswagen,jetta,se pzev,sedan,automatic,3vwdp7ajxcm462917,nv,44,39425.0,gold,black,findlay north volkswagen,9850,10700,15-01-2015
2012,volkswagen,passat,s pzev,sedan,automatic,1vwap7a32cc031431,fl,38,40743.0,white,black,remarketing by ge/hardy automotive llc,9950,11500,19-12-2014
2012,volvo,s60,t5,sedan,unknown,yv1622fs9c2102330,pa,35,34687.0,gray,black,manheim imports,16100,16300,19-12-2014
2012,volkswagen,passat,s pzev,sedan,automatic,1vwap7a31cc054456,sc,34,79033.0,gray,gray,royal edition motors inc,8400,9000,18-12-2014
2012,volkswagen,jetta,se,sedan,automatic,3vwdx7aj3cm353134,ga,24,70866.0,gray,black,capital one auto finance,8150,6600,13-01-2015
2012,volkswagen,jetta,se,sedan,automatic,3vwdx7aj9cm453528,il,26,56967.0,gray,black,the hertz corporation,9000,8900,18-12-2014
2012,volkswagen,passat,s,sedan,automatic,1vwah7a36cc023040,nc,19,83168.0,white,black,santander consumer,8200,7100,22-12-2014
2012,volkswagen,jetta,se pzev,sedan,manual,3vwbp7aj9cm076819,fl,34,31517.0,gray,black,expert auto group inc,10200,10300,18-12-2014
2012,volvo,s60,t5,sedan,automatic,yv1622fs8c2140308,az,42,25631.0,white,gray,avis corporation,16650,16300,29-01-2015
2012,volkswagen,passat,se pzev,sedan,automatic,1vwbp7a35cc010691,wa,35,30576.0,white,black,vw credit  inc/pilot,12450,12800,17-12-2014
2012,volvo,s60,t5,sedan,automatic,yv1622fs9c2095279,pa,41,34097.0,—,black,manheim imports,16150,16700,18-12-2014
2012,volvo,s60,t5,sedan,automatic,yv1622fs9c2052755,mn,43,29487.0,silver,gray,fiserv/usb dealer services northstar exchange,16650,16600,18-12-2014
2012,volkswagen,passat,s pzev,sedan,unknown,1vwap7a39cc007756,il,34,57110.0,white,—,lujacks northpark auto plaza,9300,8500,18-12-2014
2012,volkswagen,passat,se,sedan,automatic,1vwbh7a34cc026619,fl,39,47469.0,silver,black,expert auto group inc,11400,11600,18-12-2014
2012,volkswagen,passat,se pzev,sedan,automatic,1vwbp7a35cc065142,nv,29,51588.0,blue,black,plaza motors inc,11050,11300,23-12-2014
2012,volvo,s60,t5,sedan,unknown,yv1622fs8c2106952,pa,34,29840.0,blue,—,luxury fleet serv inc,16550,16600,18-12-2014
2012,volkswagen,gti,base,hatchback,manual,wvwev7aj8cw020652,fl,41,32795.0,gray,brown,lauderdale bmw of fort lauderdale,14250,15100,19-12-2014
2012,volkswagen,jetta,se,sedan,automatic,3vwdx7aj3cm339783,fl,42,43130.0,black,black,expert auto group inc,9600,10700,18-12-2014
2012,volvo,s60,t5,sedan,unknown,yv1622fs6c2041809,pa,34,27744.0,burgundy,—,luxury fleet serv inc,16700,16800,18-12-2014
2012,volkswagen,gti,autobahn pzev,hatchback,automatic,wvwfd7aj1cw235071,ca,42,26319.0,red,black,caseys cars inc,14750,17250,30-12-2014
2012,volkswagen,jetta,base,sedan,automatic,3vw2k7aj4cm308550,tx,39,27550.0,gray,black,vw credit  inc/pilot,8600,9400,18-12-2014
2012,volvo,s60,t5,sedan,automatic,yv1622fs6c2093733,tx,2,51136.0,—,gray,ge fleet services for itself/servicer,14750,12900,17-12-2014
2012,volvo,s60,t5,sedan,automatic,yv1622fs4c2077417,wi,26,50622.0,white,black,cat wholesale llc,14450,14500,31-12-2014
2012,volkswagen,jetta,s,sedan,manual,3vw1k7aj1cm337757,nj,29,51072.0,black,black,lester glenn buick,8300,8100,28-01-2015
2012,volkswagen,jetta,base,sedan,automatic,3vw2k7aj4cm384060,tx,2,33253.0,gray,black,vw credit,8500,8600,18-12-2014
2012,volkswagen,jetta,se pzev,sedan,unknown,3vwdp7aj1cm076435,pa,34,28659.0,silver,—,luxury fleet serv inc,10450,11200,19-12-2014
2012,volvo,c70,t5,convertible,unknown,yv1672mcxcj124906,tn,28,50612.0,blue,tan,fiserv/usb dealer services northstar exchange,20800,17600,17-12-2014
2012,volvo,c70,t5,convertible,automatic,yv1672mc5cj131360,az,29,26161.0,black,burgundy,avis corporation,23000,21000,29-01-2015
2012,volkswagen,jetta,se pzev,sedan,unknown,3vwdp7aj8cm064184,pa,34,42904.0,black,—,luxury fleet serv inc,9725,9600,19-12-2014
2012,volkswagen,jetta,se pzev,sedan,automatic,3vwdp7aj6cm458072,ne,2,38291.0,black,black,hertz/tra,10100,4200,25-02-2015
2012,volvo,s60,t6,sedan,unknown,yv1902fh7c2097930,pa,34,43518.0,unknown,unknown,luxury fleet serv inc,18950,20500,18-12-2014
2012,volkswagen,passat,s pzev,sedan,automatic,1vwap7a39cc077631,nv,34,64732.0,silver,black,remarketing by ge/larry h miller-fleet lease,9300,9000,16-01-2015
2012,volkswagen,passat,se,sedan,automatic,1vwbh7a32cc045041,fl,21,20171.0,blue,tan,david j leahy jr,13000,12400,15-01-2015
2012,volkswagen,jetta,base,sedan,unknown,3vw2k7aj7cm307828,pa,19,63836.0,brown,gray,citiwide auto leasing,8150,6600,19-12-2014
2012,volkswagen,jetta,se pzev,sedan,automatic,3vwdp7aj4cm315203,in,3,71089.0,silver,gray,auto trakk llc,8300,6500,28-01-2015
2012,volkswagen,jetta,s,sedan,manual,3vw1k7aj6cm347085,pa,41,33966.0,red,black,adcock brothers inc,8175,17300,02-01-2015
2012,volkswagen,passat,s pzev,sedan,unknown,1vwap7a3xcc045805,ga,29,65666.0,—,black,onesource/team hyundai mall of georgia,8950,8900,18-12-2014
2012,volkswagen,jetta,base,sedan,automatic,3vw2k7ajxcm379994,tn,43,63896.0,red,gray,car request inc,7950,8400,17-12-2014
2012,volkswagen,passat,s pzev,sedan,automatic,1vwap7a31cc075131,tx,4,61058.0,white,black,the hertz corporation,9050,9400,31-12-2014
2012,volkswagen,jetta,base,sedan,manual,3vw1k7aj3cm337906,ny,27,17178.0,red,gray,adk auto brokers inc,8775,9600,18-12-2014
2012,volvo,s60,t5,sedan,unknown,yv1622fs6c2039607,pa,34,31712.0,silver,—,luxury fleet serv inc,16350,14600,18-12-2014
2012,volkswagen,passat,tdi sel premium,sedan,automatic,1vwcn7a39cc051609,ga,47,53325.0,white,beige,j m wholesale,17800,20800,23-12-2014
2012,volvo,s60,t6 r-design,sedan,automatic,yv1902fh6c2081783,fl,47,79390.0,black,black,best buy repos inc,22400,20000,23-12-2014
2012,volkswagen,passat,s pzev,sedan,unknown,1vwap7a33cc053583,fl,31,36772.0,white,black,lauderdale imports ltd bmw pembrok pines,10100,10100,19-12-2014
2012,volkswagen,jetta,base,sedan,automatic,3vw2k7ajxcm328995,tx,35,35322.0,—,gray,vw credit,8450,10200,18-12-2014
2012,volkswagen,jetta,se pzev,sedan,automatic,3vwdp7aj5cm336013,fl,27,24289.0,white,beige,vw credit,10400,10800,17-12-2014
2012,volkswagen,passat,s pzev,sedan,automatic,1vwap7a33cc087586,fl,27,50761.0,blue,black,tfp international inc,9550,7300,18-12-2014
2012,volkswagen,passat,se,sedan,automatic,1vwbh7a38cc110071,tx,24,37125.0,gray,black,vw credit,12050,10800,18-12-2014
2012,volvo,s60,t5,sedan,automatic,yv1622fsxc2137619,fl,39,42476.0,silver,tan,apex fleet as agent or assignee of gecfs,15450,15500,19-12-2014
2012,volvo,s60,t5,sedan,unknown,yv1622fs3c2102453,pa,34,39108.0,white,—,luxury fleet serv inc,15700,16000,18-12-2014
2012,volkswagen,jetta,se pzev,sedan,unknown,3vwdp7aj5cm339400,pa,19,56115.0,blue,black,citiwide auto leasing,9050,8100,19-12-2014
2012,volkswagen,jetta sportwagen,tdi,wagon,unknown,3vwpl7aj6cm694973,pa,33,39940.0,white,tan,jpmorgan chase bank n.a.,16650,16400,19-12-2014
2012,volvo,c70,t5,convertible,unknown,yv1672mc9cj125268,pa,34,31704.0,white,—,luxury fleet serv inc,22800,20100,18-12-2014
2012,volkswagen,jetta,se,sedan,automatic,3vwdx7aj7cm388954,il,19,61700.0,black,black,the hertz corporation,8650,7100,18-12-2014
2012,volkswagen,passat,se pzev,sedan,unknown,1vwbp7a36cc066400,pa,21,62504.0,silver,black,the hertz corporation,10600,10400,02-01-2015
2012,volkswagen,tiguan,s,suv,unknown,wvgav7ax4cw002034,pa,34,27308.0,unknown,unknown,luxury fleet serv inc,13950,14700,19-12-2014
2012,volkswagen,jetta,base,sedan,automatic,3vw2k7aj1cm391161,va,34,48908.0,black,gray,hertz/tra,8400,3000,18-12-2014
2012,volkswagen,jetta,se,sedan,automatic,3vwdx7aj8cm311901,ga,28,17418.0,gray,black,vw credit,11050,10300,18-12-2014
2012,volvo,s60,t5,sedan,automatic,yv1622fs3c2112562,tn,39,20797.0,blue,tan,fiserv/usb dealer services northstar exchange,17400,15400,17-12-2014
2012,volkswagen,passat,se pzev,sedan,automatic,1vwbp7a38cc004531,tx,26,46569.0,silver,black,vw credit,11450,10400,18-12-2014
2012,volkswagen,jetta,tdi,sedan,unknown,3vwll7ajxcm415376,tx,21,44912.0,white,—,vw credit,13750,15000,18-12-2014
2012,volvo,s60,t5,sedan,unknown,yv1622fs7c2113729,pa,34,46665.0,white,—,luxury fleet serv inc,15050,16100,18-12-2014
2012,volkswagen,routan,se,minivan,automatic,2c4rvabg3cr354663,tx,39,46119.0,white,gray,vw credit,15050,18200,18-12-2014
2012,volkswagen,jetta,se,sedan,unknown,3vwdx7aj4cm412479,pa,34,34391.0,black,—,luxury fleet serv inc,10150,11300,19-12-2014
2012,volkswagen,passat,se pzev,sedan,unknown,1vwbp7a35cc106532,pa,28,61558.0,silver,black,the hertz corporation,10700,9200,19-12-2014
2012,volkswagen,passat,s pzev,sedan,automatic,1vwap7a33cc020888,il,24,58660.0,gray,black,first merit bank,9225,7700,18-12-2014
2012,volkswagen,golf,2.5l pzev,hatchback,unknown,wvwdb7aj3cw330874,pa,28,64968.0,blue,black,the hertz corporation,8500,8100,19-12-2014
2012,volkswagen,jetta,se,sedan,manual,3vwbx7aj2cm040387,tx,2,45197.0,gray,black,vw credit,9600,6800,18-12-2014
2012,volkswagen,tiguan,s,suv,automatic,wvgav7ax0cw525888,tx,23,37218.0,black,black,vw credit,13550,11000,18-12-2014
2012,volkswagen,jetta,sel pzev,sedan,automatic,3vwlp7aj6cm347422,il,36,26819.0,gray,gray,mercedes benz of chicago,13950,14400,18-12-2014
2012,volkswagen,jetta,sel,sedan,automatic,3vwlx7aj0cm323052,fl,25,43164.0,gray,black,vw credit,11850,11800,17-12-2014
2012,volkswagen,jetta,se,sedan,automatic,3vwdx7aj3cm454206,la,41,66912.0,gray,black,the hertz corporation,8325,9200,31-12-2014
2012,volkswagen,passat,se pzev,sedan,automatic,1vwbp7a31cc050119,fl,36,35138.0,black,black,expert auto group inc,12200,12700,18-12-2014
2012,volkswagen,jetta,tdi,sedan,automatic,3vwll7aj1cm393641,la,32,76806.0,gray,black,lease plan usa,12300,11000,24-12-2014
2012,volkswagen,jetta,tdi,sedan,manual,3vw3l7aj0cm329848,fl,34,35731.0,black,beige,cu auto source/autobranch,13300,14100,18-12-2014
2012,volkswagen,passat,se pzev,sedan,automatic,1vwbp7a36cc039651,pa,25,25661.0,blue,beige,new england performance cars llc,12950,11800,19-12-2014
2012,volkswagen,jetta,se pzev,sedan,automatic,3vwdp7aj3cm320926,nv,47,40572.0,white,beige,findlay north volkswagen,9800,11200,22-01-2015
2012,volkswagen,jetta,s,sedan,manual,3vw1k7aj6cm377462,pa,22,80637.0,black,black,healey ford lincoln mercury llc,7875,5400,19-12-2014
2012,volvo,s60,t5,sedan,unknown,yv1622fs8c2103663,pa,34,32501.0,blue,—,luxury fleet serv inc,16300,15900,18-12-2014
2012,volkswagen,routan,se,minivan,automatic,2c4rvabg2cr127559,tx,46,25714.0,silver,gray,vw credit  inc/pilot,17100,17000,18-12-2014
2012,volkswagen,jetta sportwagen,tdi,wagon,automatic,3vwpl7aj6cm682631,nv,44,26709.0,black,black,culver city volvo,17850,19000,19-12-2014
2012,volkswagen,golf,2.0l tdi,hatchback,unknown,wvwdm7aj2cw202474,pa,44,29128.0,white,black,adcock brothers inc,16350,16900,19-12-2014
2012,volvo,s60,t5,sedan,automatic,yv1622fs7c2087276,tn,24,10567.0,red,beige,us bank repos,18300,25800,17-12-2014
2012,volkswagen,jetta,se pzev,sedan,automatic,3vwdp7aj7cm333386,ca,35,49603.0,blue,black,top 10 motors inc,9175,8400,30-12-2014
2012,volkswagen,passat,se pzev,sedan,automatic,1vwbp7a30cc108768,pa,26,68736.0,black,gray,the hertz corporation,10250,9400,19-12-2014
2012,volkswagen,passat,se pzev,sedan,automatic,1vwbp7a32cc080956,il,34,38883.0,gray,—,gurley leep motor werks inc,11950,12600,18-12-2014
2012,volkswagen,jetta,se pzev,sedan,automatic,3vwdp7aj6cm021141,ga,26,88334.0,silver,—,cameron motor sports,7300,8200,18-12-2014
2012,volkswagen,golf,2.5l pzev,hatchback,automatic,wvwdb7aj1cw270559,tx,3,56929.0,white,black,del norte credit union,9100,9000,18-12-2014
2011,audi,a4,2.0t avant premium quattro,wagon,automatic,wauwfafl8ba038196,az,27,50897.0,white,black,findlay toyota flagstaff,20600,15500,18-12-2014
2011,audi,q5,2.0t premium quattro,suv,automatic,wa1cfafp0ba014221,ne,39,64466.0,gray,gray,eckley auto brokers inc,19600,18700,18-12-2014
2011,acura,rdx,base,suv,automatic,5j8tb2h21ba000578,fl,39,70617.0,gray,black,audi pembroke pines,13800,14900,19-12-2014
2011,audi,a3,2.0 tdi premium,wagon,unknown,waubjafm5ba095719,pa,35,77314.0,black,black,alans autos,14600,14900,23-12-2014
2012,volvo,xc90,3.2,suv,unknown,yv4952czxc1613348,pa,34,39081.0,white,—,luxury fleet serv inc,23700,25000,18-12-2014
2011,bmw,3 series,328i,sedan,automatic,wbaph7c58be678005,fl,19,58604.0,white,tan,financial services remarketing (lease),16200,14200,18-12-2014
2011,audi,a5,2.0t premium quattro,convertible,automatic,waulfafh1bn020761,ne,41,12701.0,silver,black,eckley auto brokers inc,28000,28000,18-12-2014
2011,acura,mdx,base,suv,unknown,2hnyd2h68bh510407,pa,43,65536.0,white,gray,gateway car dealer inc,23700,22300,19-12-2014
2011,acura,tsx,base,sedan,automatic,jh4cu2f64bc017067,ga,29,26731.0,black,black,ahfc/honda lease/trust/hvt  inc. eot acuras,16450,16600,18-12-2014
2011,audi,a4,2.0t premium,sedan,automatic,wauefafl9bn033433,ga,28,44335.0,black,tan,nalley bmw,16650,18300,18-12-2014
2011,acura,rdx,base,suv,automatic,5j8tb2h29ba005544,tx,34,53366.0,burgundy,gray,hopper motorplex inc,15600,14400,23-12-2014
2011,audi,a3,2.0t premium,wagon,automatic,waubfafm7ba084741,ne,36,48642.0,black,black,enterprise vehicle exchange/davenport,15550,16000,18-12-2014
2011,audi,q5,2.0t premium quattro,suv,unknown,wa1lfafp8ba011616,pa,38,68303.0,black,beige,royal coast auto inc,21800,21500,16-01-2015
2011,acura,mdx,base,suv,automatic,2hnyd2h26bh513464,ga,41,47755.0,gray,black,wells fargo dealer services,23600,23200,18-12-2014
2011,acura,mdx,base,suv,automatic,2hnyd2h28bh546966,nj,28,40626.0,blue,tan,lester glenn ford,24200,23500,14-01-2015
2011,acura,tsx,base,sedan,unknown,jh4cu2f64bc017005,pa,34,54097.0,black,black,ahfc/honda lease/trust/hvt  inc. eot acuras,14950,14600,19-12-2014
2011,acura,mdx,base,suv,unknown,2hnyd2h61bh545337,pa,44,25529.0,gray,beige,rite cars inc,27900,28900,19-12-2014
2011,audi,a5,2.0t premium quattro,coupe,manual,waugfafr9ba002168,ny,34,143954.0,black,—,accurate auto sales llc,14800,12500,17-12-2014
2011,audi,q7,3.0t premium quattro,suv,automatic,wa1lgafe7bd002092,tx,34,43381.0,white,tan,pro financial inc,31200,31500,17-12-2014
2011,bmw,1 series,128i,coupe,unknown,wbaup9c53bvl89857,pa,35,44355.0,black,black,ryan mtrs of morristown inc,15550,14700,18-12-2014
2011,audi,s5,3.0t premium plus quattro,convertible,automatic,waucgafh7bn009938,tx,29,54359.0,red,black,vw credit,28200,28800,18-12-2014
2011,audi,q7,3.0t s line prestige quattro,suv,automatic,wa1dgafe6bd009863,il,34,37265.0,black,black,mercedes benz of chicago,34200,37950,18-12-2014
2011,acura,mdx,base,suv,unknown,2hnyd2h47bh545793,pa,34,24283.0,black,—,luxury fleet serv inc,28100,29400,18-12-2014
2012,volvo,xc90,3.2,suv,unknown,yv4952cy4c1625616,pa,34,26712.0,unknown,unknown,luxury fleet serv inc,23600,24400,18-12-2014
2011,acura,mdx,base,suv,automatic,2hnyd2h52bh500012,fl,43,116547.0,white,gray,florida auto and truck exchange inc,18200,17100,30-12-2014
2011,bmw,3 series,328i,sedan,automatic,wbaph7g50bnm56861,fl,37,26962.0,gray,black,braman motors,20500,17600,18-12-2014
2011,bmw,1 series,128i,convertible,automatic,wbaul7c53bvm79123,ga,41,54240.0,red,gray,young motors llc,16850,16000,23-12-2014
2011,audi,a4,2.0t premium quattro,sedan,automatic,waukfafl3bn040543,sc,46,37063.0,white,black,dab auto world & leasing,23200,23900,18-12-2014
2011,bmw,3 series,328i,convertible,automatic,wbadw3c5xbe539480,fl,48,35905.0,silver,black,braman motors,25300,24800,18-12-2014
2011,acura,tsx,base,sedan,automatic,jh4cu2f68bc011868,nv,35,41092.0,gray,gray,unique autos,17400,17900,19-12-2014
2011,acura,tl,base,sedan,unknown,19uua8f28ba002678,pa,34,53354.0,gray,—,luxury fleet serv inc,15850,16500,18-12-2014
2011,acura,tsx,base,sedan,automatic,jh4cu2f61bc008228,pa,34,39475.0,blue,—,capa wholesale cars inc,15800,15200,19-12-2014
2011,audi,a4,2.0t premium quattro,sedan,automatic,waubfafl0bn027281,ga,36,83619.0,white,black,lexus of greenville,15450,11000,03-02-2015
2011,acura,mdx,base,suv,automatic,2hnyd2h63bh542780,ga,37,21854.0,silver,black,ahfc/honda lease/trust/hvt  inc. eot acuras,28200,27600,18-12-2014
2011,audi,a5,2.0t premium quattro,convertible,unknown,waulfafh6bn003261,pa,24,80227.0,white,beige,sports car leasing,18900,18400,08-01-2015
2011,acura,tsx,base,sedan,automatic,jh4cu2f60bc018278,ga,29,34127.0,gray,black,ahfc/honda lease/trust/hvt  inc. eot acuras,16050,15200,18-12-2014
2012,volvo,s60,t5,sedan,unknown,yv1622fs5c2107413,pa,34,53572.0,black,—,luxury fleet serv inc,14450,15000,18-12-2014
2011,acura,mdx,base,suv,unknown,2hnyd2h23bh530190,pa,31,40318.0,red,beige,fusion auto finance llc,24600,23700,18-12-2014
2011,acura,mdx,base,suv,automatic,2hnyd2h65bh543820,co,36,58105.0,blue,gray,all auto imports inc,24300,25000,17-12-2014
2011,acura,mdx,base,suv,automatic,2hnyd2h75bh535239,ga,3,73667.0,black,black,ahfc/honda lease/trust/hvt  inc. eot acuras,20500,21200,29-01-2015
2012,volvo,s60,t5,sedan,unknown,yv1622fs6c2136936,pa,34,52394.0,black,—,luxury fleet serv inc,14550,15000,18-12-2014
2011,audi,a4,2.0t avant premium quattro,wagon,automatic,wausfafl9ba101868,pa,34,74084.0,silver,—,kelemen carrs,16050,16800,18-12-2014
2011,audi,a6,3.0t premium quattro,sedan,automatic,waufgafb8bn061121,az,34,28493.0,black,black,right toyota,26700,27300,18-12-2014
2011,audi,a6,3.2 premium,sedan,automatic,wauekafb3bn019692,wi,23,81754.0,black,brown,wheels exchange llc,17000,18100,31-12-2014
2011,audi,a4,2.0t premium quattro,sedan,automatic,wauffafl0bn021577,nj,4,75459.0,gray,black,lester glenn buick,16100,14900,31-12-2014
2011,bmw,3 series,328i,convertible,automatic,wbadw3c59be541334,fl,44,42432.0,black,brown,braman motorcars,24200,22600,18-12-2014
2011,acura,mdx,base,suv,automatic,2hnyd2h21bh549420,ga,4,42860.0,black,black,ahfc/honda lease/trust/hvt  inc. eot acuras,24100,24000,18-12-2014
2011,bmw,3 series,328i,sedan,unknown,wbaph5c53bf093735,nj,42,22294.0,white,tan,financial services remarketing (lease),21700,19750,14-01-2015
2011,bmw,3 series,335is,coupe,automatic,wbakg1c54be362837,ga,36,49500.0,silver,black,global imports,26300,23800,18-12-2014
2011,acura,mdx,base,suv,unknown,2hnyd2h29bh532008,pa,36,29722.0,black,black,ahfc/honda lease/trust/hvt  inc. eot acuras,25700,26000,19-12-2014
2011,acura,tsx,base,sedan,automatic,jh4cu2f61bc002767,pr,4,30794.0,gray,black,scotiabank de puerto rico,16050,18100,30-12-2014
2011,acura,tsx,base,sedan,automatic,jh4cu2f67bc016110,pa,28,32933.0,silver,black,ahfc/honda lease trust/hvt  inc acuras,17500,16000,19-12-2014
2012,volvo,xc60,3.2,suv,automatic,yv4952dz4c2311756,wi,29,70129.0,white,tan,wheels exchange llc,17950,17500,14-01-2015
2011,acura,mdx,base,suv,unknown,2hnyd2h23bh550939,pa,37,39289.0,green,tan,ahfc/honda lease/trust/hvt  inc. eot acuras,24700,23700,19-12-2014
2011,bmw,3 series,328i,coupe,unknown,wbake5c55be755176,nj,43,25109.0,blue,beige,bmw of mount laurel,20500,21700,11-02-2015
2011,acura,mdx,base,suv,unknown,2hnyd2h21bh535162,pa,49,53489.0,black,—,royal coast auto inc,23200,24000,19-12-2014
2011,acura,mdx,base,suv,unknown,2hnyd2h24bh507727,pa,37,61996.0,white,gray,ahfc/honda lease/trust/hvt  inc. eot acuras,22300,22200,19-12-2014
2012,volvo,s60,t5,sedan,automatic,yv1622fs3c2049575,wi,31,51378.0,white,beige,jpmorgan chase bank n.a.,14750,13200,17-12-2014
2011,audi,a4,2.0t premium quattro,sedan,automatic,waubfafl5bn014171,sc,2,25241.0,white,black,hertz/tra,18250,11800,15-01-2015
2011,acura,tsx,base,sedan,automatic,jh4cu2f64bc004982,pa,23,28233.0,blue,black,ahfc/honda lease/trust/hvt  inc. eot acuras,16450,13900,19-12-2014
2012,volvo,xc90,3.2,suv,unknown,yv4952cz7c1621598,pa,34,43017.0,gray,—,luxury fleet serv inc,23200,23600,18-12-2014
2011,audi,a6,3.0t premium quattro,sedan,automatic,waukgafb2bn006274,il,4,31541.0,black,black,mercedes benz of chicago,25200,26500,18-12-2014
2012,volvo,xc60,3.2,suv,automatic,yv4952dl3c2288451,ga,39,32491.0,black,beige,dyer & dyer volvo,20600,20000,18-12-2014
2011,audi,a5,2.0t premium quattro,coupe,automatic,waulfafr3ba008191,fl,28,57641.0,white,brown,best car financial inc,21400,20200,19-12-2014
2011,audi,a8,4.2 quattro,sedan,unknown,wauavafd1bn015888,pa,27,45125.0,brown,black,rosenthal jaguar landrover of tysons corner,36100,34750,18-12-2014
2011,bmw,3 series,328i,convertible,automatic,wbadw7c53be546049,nv,29,18645.0,gray,off-white,financial services remarketing - pickup,27600,24500,19-12-2014
2011,audi,q5,2.0t premium quattro,suv,automatic,wa1lfafp9ba080881,nj,29,88665.0,blue,brown,audi of smithtown,18850,19700,31-12-2014
2011,audi,q5,2.0t premium quattro,suv,automatic,wa1cfafp4ba006123,fl,42,88348.0,black,black,prestige motorcar imports inc,16700,16000,30-12-2014
2011,acura,mdx,base,suv,unknown,2hnyd2h23bh518606,pa,31,37348.0,blue,beige,ahfc/honda lease trust/hvt  inc acuras,24800,23000,23-12-2014
2011,bmw,3 series,328i,sedan,automatic,wbaph7c51be677228,wi,43,35518.0,gray,black,financial services remarketing (lease),19300,20000,17-12-2014
2012,volvo,s60,t5,sedan,unknown,yv1622fs0c2093632,pa,38,61884.0,black,brown,ge fleet services for itself/servicer,13750,13500,19-12-2014
2012,volvo,xc60,3.2,suv,automatic,yv4940dzxc2292329,pa,34,27525.0,black,beige,luxury fleet serv inc,23900,21600,18-12-2014
2012,volvo,xc90,3.2,suv,unknown,yv4952cz5c1626590,pa,34,43402.0,unknown,unknown,luxury fleet serv inc,25300,23500,18-12-2014
2011,audi,a4,2.0t premium quattro,sedan,manual,wauhfafl0bn025511,pa,43,52782.0,black,black,dnl automotive inc,17300,19200,18-12-2014
2011,acura,mdx,base,suv,unknown,2hnyd2h58bh548338,pa,34,55192.0,gray,black,ahfc/honda lease/trust/hvt  inc. eot acuras,27100,28600,19-12-2014
2011,audi,q5,2.0t premium quattro,suv,automatic,wa1lfafp1ba041587,fl,25,28050.0,gray,black,prestige motorcar imports inc,28400,22200,08-01-2015
2011,acura,tl,base,sedan,unknown,19uua8f59ba006667,pa,2,78495.0,silver,gray,ahfc/honda lease trust/hvt  inc acuras,14550,12600,09-01-2015
2011,acura,tl,sh-awd,sedan,unknown,19uua9f51ba000495,pa,32,33298.0,black,black,all state motor inc,20700,20300,16-01-2015
2011,acura,tl,sh-awd,sedan,automatic,19uua9f56ba001948,pa,38,35411.0,gray,black,all state motor inc,19200,21650,09-01-2015
